,Code,Description,Code System,Code System Version,Code System OID,TTY
2457,1439992,dextromethorphan hydrobromide 5 MG/ML / guaifenesin 50 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2458,1440065,camphor 36 MG/ML / capsaicin 0.25 MG/ML / methyl salicylate 180 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2459,1440908,dextromethorphan hydrobromide 7.5 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2460,1441364,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 37.4 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2461,1486140,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2462,1486964,brompheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 3 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2463,1487369,dextromethorphan hydrobromide 7.5 MG/ML / guaifenesin 88 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2464,1489310,chlorpheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 4 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2465,1490000,dextromethorphan hydrobromide 15 MG / guaifenesin 395 MG / phenylephrine hydrochloride 10 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2466,1492052,dextromethorphan hydrobromide 4 MG/ML / phenylephrine hydrochloride 2 MG/ML / triprolidine hydrochloride 0.5 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2467,1535366,dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2468,1535845,dextromethorphan hydrobromide 0.7 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2469,1535923,chlorpheniramine maleate 1 MG/ML / dextromethorphan hydrobromide 3 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2470,1536151,dextromethorphan hydrobromide 2.5 MG/ML Oral Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2471,1536862,chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2472,1542452,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML Oral Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2473,1544873,dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2474,1552200,dextromethorphan hydrobromide 15 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2475,1593105,chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 10 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2476,1595989,allantoin 0.02 MG/MG / lidocaine 0.05 MG/MG / petrolatum 0.3 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2477,1596945,dextromethorphan hydrobromide 6 MG/ACTUAT Oral Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2478,1599803,24 HR donepezil hydrochloride 10 MG / memantine hydrochloride 28 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2479,1599805,24 HR donepezil hydrochloride 10 MG / memantine hydrochloride 14 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2480,1600130,lidocaine hydrochloride 37.5 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2481,1602013,glycerin 200 MG/ML / lidocaine 43 MG/ML Medicated Pad,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2482,1603294,dextromethorphan hydrobromide 15 MG / guaifenesin 380 MG / phenylephrine hydrochloride 10 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2483,1604325,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2484,1605844,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML Oral Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2485,1607617,24 HR desvenlafaxine succinate 25 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2486,1652104,lidocaine 0.05 MG/MG Rectal Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2487,1657016,1.8 ML epinephrine 0.02 MG/ML / lidocaine hydrochloride 20 MG/ML Cartridge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2488,1657026,1.7 ML epinephrine 0.02 MG/ML / lidocaine hydrochloride 20 MG/ML Cartridge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2490,1661740,dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2491,1666116,{1 (120 ML) (brompheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (120 ML) (diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack,RXNORM,2021-01,2.16.840.1.113883.6.88,GPCK
2492,1670351,2 ML phenytoin sodium 50 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2493,1670353,5 ML phenytoin sodium 50 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2494,1723988,lidocaine hydrochloride 0.0072 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2495,1723991,lidocaine hydrochloride 38.8 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2497,1730190,{1 (118 ML) (dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (118 ML) (diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack,RXNORM,2021-01,2.16.840.1.113883.6.88,GPCK
2498,1730277,methyl salicylate 0.2 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2499,1733859,lidocaine 0.05 MG/MG / petrolatum 0.6 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2500,1733863,lidocaine 0.05 MG/MG / petrolatum 0.71 MG/MG Rectal Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2501,1733890,epinephrine hydrochloride 0.0001 MG/MG / lidocaine hydrochloride 0.05 MG/MG Rectal Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2502,1737343,50 ML lidocaine hydrochloride 5 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2503,1737562,30 ML lidocaine hydrochloride 10 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2504,1737566,5 ML lidocaine hydrochloride 10 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2505,1737568,2 ML lidocaine hydrochloride 10 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2506,1737570,10 ML lidocaine hydrochloride 10 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2507,1737636,20 ML lidocaine hydrochloride 15 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2508,1737640,10 ML lidocaine hydrochloride 15 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2509,1737723,250 ML lidocaine hydrochloride 8 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2510,1737735,500 ML lidocaine hydrochloride 8 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2511,1737742,250 ML lidocaine hydrochloride 4 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2512,1737744,500 ML lidocaine hydrochloride 4 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2513,1737757,2 ML lidocaine hydrochloride 20 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2514,1737761,5 ML lidocaine hydrochloride 20 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2515,1737763,10 ML lidocaine hydrochloride 20 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2516,1737778,lidocaine 0.04 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2517,1740467,2 ML ondansetron 2 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2518,1741944,dextromethorphan hydrobromide 5.8 MG/ML / guaifenesin 78 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2519,1745091,lidocaine 0.05 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2520,1745438,glycerin 200 MG/ML / lidocaine 50 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Medicated Pad,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2521,1745450,lidocaine 50 MG/ML / mineral oil 170 MG/ML / petrolatum 390 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2522,1790650,dextromethorphan hydrobromide 1 MG/ML / guaifenesin 10 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2523,1795585,{1 (118 ML) (dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML Oral Solution) / 1 (118 ML) (dextromethorphan hydrobromide 3 MG/ML / doxylamine succinate 1.25 MG/ML Oral Solution) } Pack,RXNORM,2021-01,2.16.840.1.113883.6.88,GPCK
2524,1796087,lidocaine hydrochloride 40 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2525,1805420,24 HR donepezil hydrochloride 10 MG / memantine hydrochloride 21 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2526,1805425,24 HR donepezil hydrochloride 10 MG / memantine hydrochloride 7 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2527,1806938,lidocaine 0.04 MG/MG / phenylephrine hydrochloride 0.0025 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2528,1808192,dextromethorphan hydrobromide 0.333 MG/ML / guaifenesin 6.67 MG/ML / phenylephrine hydrochloride 0.167 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2529,1808604,dextromethorphan hydrobromide 17.5 MG / guaifenesin 385 MG / phenylephrine hydrochloride 10 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2530,1811470,lidocaine hydrochloride 27.5 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2531,1812101,dexbrompheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 3 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2532,1858970,{7 (24 HR donepezil hydrochloride 10 MG / memantine hydrochloride 14 MG Extended Release Oral Capsule) / 7 (24 HR donepezil hydrochloride 10 MG / memantine hydrochloride 21 MG Extended Release Oral Capsule) / 7 (24 HR donepezil hydrochloride 10 MG / memantine hydrochloride 28 MG Extended Release Oral Capsule) / 7 (24 HR donepezil hydrochloride 10 MG / memantine hydrochloride 7 MG Extended Release Oral Capsule) } Pack,RXNORM,2021-01,2.16.840.1.113883.6.88,GPCK
2533,1858984,lidocaine hydrochloride 0.04 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2534,1861926,dextromethorphan hydrobromide 15 MG / guaifenesin 400 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2535,1861935,dextromethorphan hydrobromide 10 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2536,1865292,lidocaine 0.005 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2537,1866218,glycerin 144 MG/ML / lidocaine 50 MG/ML Rectal Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2538,1867938,10 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 10 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2539,1867943,30 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 10 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2540,1867992,10 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 15 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2541,1867996,30 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 15 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2542,1867998,5 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 15 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2543,1868028,10 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 20 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2544,1869797,lidocaine 40 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2545,1872886,lidocaine hydrochloride 40 MG/ML Medicated Pad,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2546,1874553,24 HR desvenlafaxine succinate 100 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2547,1874559,24 HR desvenlafaxine succinate 50 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2548,1874730,dextromethorphan hydrobromide 9 MG / guaifenesin 198 MG / phenylephrine hydrochloride 5 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2549,1876729,{1 (35000 MG) (lanolin 0.155 MG/MG / petrolatum 0.534 MG/MG Topical Ointment) / 1 (35000 MG) (lidocaine 40 MG/ML Topical Cream) } Pack,RXNORM,2021-01,2.16.840.1.113883.6.88,GPCK
2550,1923362,dextromethorphan hydrobromide 30 MG / pyrilamine maleate 30 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2551,1926513,benzyl alcohol 0.1 ML/ML / lidocaine hydrochloride 40 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2552,1927959,dextromethorphan hydrobromide 0.67 MG/ML / phenylephrine hydrochloride 0.33 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2553,1942338,methyl salicylate 200 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2554,1943537,benzyl alcohol 0.1 ML/ML / lidocaine hydrochloride 40 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2555,1946525,Matrix Delivery 24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2556,1946527,Matrix Delivery 24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2557,1946529,Matrix Delivery 24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2558,1946979,dexbrompheniramine maleate 2 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2559,1947197,lidocaine hydrochloride 41.2 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2560,197363,amoxapine 100 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2561,197364,amoxapine 150 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2562,197365,amoxapine 25 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2563,197366,amoxapine 50 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2564,197387,azatadine 1 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2565,197743,guanabenz 4 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2566,197744,guanabenz 8 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2567,197745,guanfacine 1 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2568,197746,guanfacine 2 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2569,198052,ondansetron 4 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2570,198289,tocainide 400 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2571,198290,tocainide 600 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2572,198312,triamterene 100 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2573,198313,triamterene 50 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2574,198314,hydrochlorothiazide 25 MG / triamterene 50 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2575,198316,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2576,198427,lamotrigine 100 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2577,198428,lamotrigine 150 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2578,198429,lamotrigine 200 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2579,198430,lamotrigine 25 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2580,198752,methyl salicylate 100 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2581,1987647,lidocaine hydrochloride 40 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2582,1990881,dexchlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 2 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2583,199322,lamotrigine 50 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2584,199461,dothiepin 25 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2585,199462,dothiepin 75 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2586,199543,disopyramide 10 MG/ML Injectable Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2587,1997186,camphor 0.12 MG/MG / Eucalyptus oil 0.07 MG/MG / menthol 0.11 MG/MG / peppermint oil 0.06 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2588,199730,disopyramide 250 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2590,1997508,allantoin 0.005 MG/MG / lidocaine 0.005 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2591,199820,trimipramine 25 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2592,199824,disopyramide 150 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2596,1999325,camphor 30 MG/ML / menthol 120 MG/ML / methyl salicylate 200 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2597,2000534,menthol 35 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2598,2000538,lidocaine hydrochloride 0.015 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2599,200106,menthol 20 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2600,2001434,lidocaine 0.018 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2601,2001686,capsaicin 0.000375 MG/MG / lidocaine 0.04 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2602,2001745,capsaicin 0.000375 MG/MG / lidocaine 0.005 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2603,2001749,capsaicin 0.000375 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2604,2001994,bacitracin zinc 0.4 UNT/ML / lidocaine hydrochloride 0.02 MG/ML / neomycin 0.0035 MG/ML / polymyxin B 5 UNT/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2605,2002003,dextromethorphan hydrobromide 10 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2606,2002008,lidocaine hydrochloride 40 MG/ML / menthol 10 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2607,2002730,menthol 0.16 MG/MG / methyl salicylate 0.32 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2608,2003130,chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 18 MG / phenylephrine hydrochloride 10 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2609,2003179,chlorpheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 3.6 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2610,2003378,camphor 40 MG/ML / capsaicin 2.5 MG/ML / menthol 70 MG/ML / methyl salicylate 450 MG/ML Topical Oil,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2611,2003749,camphor 0.047 MG/MG / Eucalyptus oil 0.012 MG/MG / menthol 0.0125 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2612,2043919,menthol 0.08 MG/MG / methyl salicylate 0.16 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2613,2044886,hydrocortisone acetate 10 MG/ML / lidocaine hydrochloride 10 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2614,2044962,allantoin 0.005 MG/MG / lidocaine hydrochloride 0.005 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2616,2045202,camphor 0.047 MG/MG / Eucalyptus oil 0.012 MG/MG / menthol 0.0125 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2617,2045339,lidocaine 50 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2618,2045343,allantoin 6 MG/ML / lidocaine hydrochloride 40 MG/ML / menthol 10 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2619,2045344,allantoin 15 MG/ML / lidocaine hydrochloride 40 MG/ML / menthol 10 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2620,2047877,benzalkonium chloride 1.3 MG/ML / lidocaine hydrochloride 40 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2621,2047884,camphor 70 MG/ML / menthol 160 MG/ML / methyl salicylate 250 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2622,2048002,histamine dihydrochloride 1 MG/ML / menthol 20 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2623,2048005,lidocaine hydrochloride 40 MG/ML / menthol 40 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2624,2048211,camphor 0.11 MG/MG / menthol 0.15 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2625,2048953,menthol 80 MG/ML / methyl salicylate 260 MG/ML Topical Oil,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2627,2049016,lidocaine hydrochloride 30 MG/ML Medicated Pad,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2630,2049533,lidocaine 30 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2631,2049725,camphor 31 MG/ML / capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 150 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2632,2050367,dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2633,2054076,menthol 0.04 MG/MG / methyl salicylate 0.005 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2634,2054124,camphor 31 MG/ML / menthol 19.5 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2635,2056073,{1 (118 ML) (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) / 1 (118 ML) (dextromethorphan hydrobromide 1.5 MG/ML / doxylamine succinate 0.625 MG/ML Oral Solution) } Pack,RXNORM,2021-01,2.16.840.1.113883.6.88,GPCK
2636,2056456,camphor 0.005 MG/MG / menthol 0.01 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2637,2056459,camphor 0.059 MG/MG / menthol 0.008 MG/MG / methyl salicylate 0.046 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2638,2058900,cannabidiol 100 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2639,2099775,lidocaine hydrochloride 50 MG/ML / phenylephrine hydrochloride 2.5 MG/ML / witch hazel 500 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2641,2100015,glycerin 144 MG/ML / lidocaine 50 MG/ML / petrolatum 150 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2644,2101502,camphor oil 40 MG/ML / Capsicum oleoresin 2.5 MG/ML / menthol 80 MG/ML / methyl salicylate 200 MG/ML Topical Oil,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
2646,2101531,capsaicin 0.0025 MG/MG / menthol 0.05 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
